split,original_id,question,gold_answer,base_label,oracle_label,base_missing_support_titles,injected_support_title_count,injected_support_titles,base_top_titles,oracle_top_titles
valid,5ae180d855429901ffe4aecc,"In what year was the writer of ""The Bet"" born?",1964,insufficient,sufficient,gavin o'connor (director) || the bet (1992 film),2,gavin o'connor (director) || the bet (1992 film),Yosip Bet Yosip || Erzsébet Galgóczi || Erzsébet Nagy || Sapor of Bet-Nicator || Shire of Bet Bet,Gavin O'Connor (director) || The Bet (1992 film) || Yosip Bet Yosip || Erzsébet Galgóczi || Erzsébet Nagy
valid,5ae18ae6554299234fd04289,"When was the British economic historian who established ""The Economic History Review"" born? ",9 January 18898,insufficient,sufficient,eileen power,1,eileen power,Australian Economic History Review || The Economic History Review || Agricultural History Review || Stephen Broadberry || Indian Economic and Social History Review,The Economic History Review || Eileen Power || Australian Economic History Review || Agricultural History Review || Stephen Broadberry
valid,5ae18b555542997b2ef7d1f7,How far from Buenos Aires is the birthplace of Ezequiel Lazaro? ,about 700 km,insufficient,sufficient,"córdoba, argentina || ezequiel lázaro",2,"córdoba, argentina || ezequiel lázaro","Ezequiel Garré || Ezequiel Echeverría || Ezequiel Castillo (footballer) || Diego Ezequiel Aguirre || Alberti, Buenos Aires","Córdoba, Argentina || Ezequiel Lázaro || Ezequiel Garré || Ezequiel Echeverría || Ezequiel Castillo (footballer)"
valid,5ae1a8c05542997f29b3c0ec,Where is the location of Liberty Square park in Disneyland California?,Anaheim,insufficient,sufficient,liberty square (magic kingdom) || mark twain riverboat,2,liberty square (magic kingdom) || mark twain riverboat,"New Orleans Square || Liberty Arcade (Disneyland Paris) || The Disney Gallery || Disneyland (disambiguation) || Disneyland, Inc.",Liberty Square (Magic Kingdom) || Mark Twain Riverboat || New Orleans Square || Liberty Arcade (Disneyland Paris) || The Disney Gallery
valid,5ae1ab2f554299234fd042ba,"Who was the director of the 1987 American psychological thriller film in which the actor, who played Bob Charles in ""Not Necessarily the News"", appeared?",Adrian Lyne,insufficient,sufficient,fatal attraction,1,fatal attraction,Not Necessarily the News || Stuart Pankin || Bob Fosse || Bob McClurg || Bob Sweeney (actor and director),Stuart Pankin || Fatal Attraction || Not Necessarily the News || Bob Fosse || Bob McClurg
valid,5ae1b01b5542997283cd2237,"What film genre involves humor and love, as seen in Mamma Mia: Here We Go Again!?",Romantic comedy films,insufficient,sufficient,romantic comedy film,1,romantic comedy film,Mamma Mia: Here We Go Again! || Here We Go Again (1973 TV series) || Here We Go Again (film) || Here We Go Again: Celebrating the Genius of Ray Charles || Here We Go Again (Glenn Miller song),Mamma Mia: Here We Go Again! || Romantic comedy film || Here We Go Again (1973 TV series) || Here We Go Again (film) || Here We Go Again: Celebrating the Genius of Ray Charles
valid,5ae1b53b5542997283cd2255,What Indian government tag was given to the handicraft known for making simple loose clothing worn over the shoulders?,Geographical Indication tag,insufficient,sufficient,gopalpur tussar fabrics || shawl,2,gopalpur tussar fabrics || shawl,Gabi (clothing) || Mantua (clothing) || Kidan Habesha || Mantle (clothing) || Name tag,Gopalpur Tussar Fabrics || Shawl || Gabi (clothing) || Mantua (clothing) || Kidan Habesha
valid,5ae1cf785542997f29b3c12a,Tao Okamoto made her debut as the lead in the 2013 film featuring the character from what Comic company's line?,Marvel Comics,insufficient,sufficient,the wolverine (film),1,the wolverine (film),Tao Okamoto || Okamoto's || Okamoto Station (Tochigi) || Manimaran || Tao (comics),Tao Okamoto || The Wolverine (film) || Okamoto's || Okamoto Station (Tochigi) || Manimaran
valid,5ae1d32a554299492dc91b9c,What year did Fifty Shades of Grey release?,2011,insufficient,sufficient,fifty shades freed,1,fifty shades freed,Grey: Fifty Shades of Grey as Told by Christian || Fifty Shades of Grey: Original Motion Picture Soundtrack || Fifty Shades (novel series) || Fifty Shades Freed (film) || Fifty Shades of Grey (film),Fifty Shades (novel series) || Fifty Shades Freed || Grey: Fifty Shades of Grey as Told by Christian || Fifty Shades of Grey: Original Motion Picture Soundtrack || Fifty Shades Freed (film)
valid,5ae1f079554299234fd04343,Which county located in the commonwealth of Kentucky is Kentucky Route 393 (KY 393) a state highway in ,"Oldham County, Kentucky",insufficient,sufficient,"oldham county, kentucky",1,"oldham county, kentucky",Kentucky Route 393 || Kentucky Route 55 || Kentucky Route 159 || Kentucky Route 1848 || Kentucky Route 427,"Kentucky Route 393 || Oldham County, Kentucky || Kentucky Route 55 || Kentucky Route 159 || Kentucky Route 1848"
valid,5ae1f17e554299234fd04349,"Which is located in Cornwall, Southwell Minster or Truro Cathedral?","The Cathedral of the Blessed Virgin Mary, Truro",sufficient,sufficient,,0,,Southwell Minster || Truro Cathedral School || Southwell Minster School || Truro Cathedral || Dean of Southwell,Southwell Minster || Truro Cathedral || Truro Cathedral School || Southwell Minster School || Dean of Southwell
valid,5ae1f3df554299234fd04364,When did the  American rock singer  which performed  Recorded covers died ,at age 27,insufficient,sufficient,janis joplin || san francisco bay blues,2,janis joplin || san francisco bay blues,Cássia Rock Eller || David Egan || David Campbell (Australian musician) || Buttsweat and Tears || Carmelita (song),Janis Joplin || San Francisco Bay Blues || Cássia Rock Eller || David Egan || David Campbell (Australian musician)
valid,5ae1f528554299234fd04370,"What is the population of the town that starts with the letter ""B"" that is connected by State Route 582 to Las Vegas?","15,023",insufficient,sufficient,"boulder city, nevada",1,"boulder city, nevada",Nevada State Route 582 || Nevada State Route 607 || U.S. Route 95 Alternate (Las Vegas) || Nevada State Route 574 || Rainbow Boulevard (Las Vegas),"Nevada State Route 582 || Boulder City, Nevada || Nevada State Route 607 || U.S. Route 95 Alternate (Las Vegas) || Nevada State Route 574"
valid,5ae1f70c5542997f29b3c1c5,My Sentimental Friend was performed by which English beat rock band?,Herman's Hermits,insufficient,sufficient,herman's hermits,1,herman's hermits,My Sentimental Friend || The Last Beat of My Heart || Hey! Bob! My Friend! || Educação Sentimental (songs) || You're Supposed to Be My Friend,My Sentimental Friend || Herman's Hermits || The Last Beat of My Heart || Hey! Bob! My Friend! || Educação Sentimental (songs)
valid,5ae1fbf05542997f29b3c1e7,When was the American automobile club which has 2014 Trans-Am Series as the 46th running of the Sports formed? ,1944,insufficient,sufficient,sports car club of america,1,sports car club of america,2014 Trans-Am Series || 2013 Trans-Am Series || 1983 Trans-Am Series || 1984 Trans-Am Series || 2016 Trans-Am Series,2014 Trans-Am Series || Sports Car Club of America || 2013 Trans-Am Series || 1983 Trans-Am Series || 1984 Trans-Am Series
valid,5ae1fc24554299492dc91bbd,John Paesano wrote which film for DreamWorks Dragons?,Dragons: Riders of Berk,sufficient,sufficient,,0,,John Paesano || DreamWorks Dragons || List of DreamWorks Dragons episodes || Book of Dragons || DreamWorks Classics,DreamWorks Dragons || John Paesano || List of DreamWorks Dragons episodes || Book of Dragons || DreamWorks Classics
valid,5ae205fd554299234fd043a9,"Which  baseball team who represents Texas Tech University in NCAA Division I college baseball is  ""The Law"" its home stadium",Texas Tech Red Raiders baseball,insufficient,sufficient,dan law field at rip griffin park,1,dan law field at rip griffin park,Texas Tech Red Raiders baseball || 2016 Texas Tech Red Raiders baseball team || 2017 Texas Tech Red Raiders baseball team || 2014 Texas Tech Red Raiders baseball team || Virginia Tech Hokies baseball,Texas Tech Red Raiders baseball || Dan Law Field at Rip Griffin Park || 2016 Texas Tech Red Raiders baseball team || 2017 Texas Tech Red Raiders baseball team || 2014 Texas Tech Red Raiders baseball team
valid,5ae2070a5542994d89d5b313,"Which performance act has a higher instrument to person ratio, Badly Drawn Boy or Wolf Alice? ",Badly Drawn Boy,sufficient,sufficient,,0,,Badly Drawn Boy || Something to Talk About (Badly Drawn Boy song) || Badly Drawn Boy discography || Wolf Alice || Silent Sigh,Badly Drawn Boy || Wolf Alice || Something to Talk About (Badly Drawn Boy song) || Badly Drawn Boy discography || Silent Sigh
valid,5ae20e265542994d89d5b325,"Who is the psychologist who wrote about the disciple of the person known as the ""Wild Woman of Buttle""?",James G. Kiernan,insufficient,sufficient,james g. kiernan || mary maclane,2,james g. kiernan || mary maclane,"Saint Leibowitz and the Wild Horse Woman || Buttle (surname) || Buttle, Gotland || Buttle Church || Ptolemy (gnostic)","James G. Kiernan || Mary MacLane || Saint Leibowitz and the Wild Horse Woman || Buttle (surname) || Buttle, Gotland"
valid,5ae21154554299495565d9d4,"Which film stars more animals, The Jungle Book or The Lone Ranger?",The Jungle Book,insufficient,sufficient,the jungle book (1967 film) || the lone ranger (2013 film),2,the jungle book (1967 film) || the lone ranger (2013 film),Jungle Animals || The Jungle of Horrors || The Lone Ranger and Tonto Fistfight in Heaven || The Lone Ranger and the Lost City of Gold || The Lone Star Ranger,The Jungle Book (1967 film) || The Lone Ranger (2013 film) || Jungle Animals || The Jungle of Horrors || The Lone Ranger and Tonto Fistfight in Heaven
valid,5ae2120e5542997283cd23ad,Are Distortion Mirrors and OK Go both considered rock bands?,yes,insufficient,sufficient,ok go,1,ok go,Distortion Mirrors || OK Go (album) || OK Go (2000 EP) || OK Go (2001 EP) || OK to Go,Distortion Mirrors || OK Go || OK Go (album) || OK Go (2000 EP) || OK Go (2001 EP)
valid,5ae21937554299234fd043d3,"Who is descended from William, 4th Lord Livingston and was a statesman from New York City? ",Philip Livingston,sufficient,sufficient,,0,,"Livingston family || Philip Livingston || William Livingstone, 6th Lord Livingston || William Borthwick, 4th Lord Borthwick || William Cavendish, 4th Duke of Devonshire","Livingston family || Philip Livingston || William Livingstone, 6th Lord Livingston || William Borthwick, 4th Lord Borthwick || William Cavendish, 4th Duke of Devonshire"
valid,5ae22670554299234fd043fc,What horror movie set in 1972 Vietnam was filmed in part in Bokor Hill Station?,R-Point,sufficient,sufficient,,0,,R-Point || Bokor Hill Station || Nepenthes bokorensis || Povokvil Waterfalls || Bokor (disambiguation),Bokor Hill Station || R-Point || Nepenthes bokorensis || Povokvil Waterfalls || Bokor (disambiguation)
valid,5ae237cf5542992decbdcc78,McLaren MP4/11 was driven by what Finnish former professional racing driver,Mika Häkkinen,insufficient,sufficient,mika häkkinen,1,mika häkkinen,McLaren MP4/11 || McLaren MP4/6 || McLaren MP4/9 || McLaren MP4-25 || McLaren MP4-31,McLaren MP4/11 || Mika Häkkinen || McLaren MP4/6 || McLaren MP4/9 || McLaren MP4-25
valid,5ae23d945542996483e64939,What relation is Anakin Skywalker to Princess Leia?,Vader's daughter,insufficient,sufficient,darth vader || princess leia,2,darth vader || princess leia,Jacen Solo || Star Wars Episode I Journal: Anakin Skywalker || Luke Skywalker || Padmé Amidala || Princess Leia's bikini,Darth Vader || Princess Leia || Jacen Solo || Star Wars Episode I Journal: Anakin Skywalker || Luke Skywalker
valid,5ae249925542994d89d5b3c1,Which player Richard Gasquet or Jim Pugh  has won more mixed double Grand Slam titles ?,Jim Pugh,sufficient,sufficient,,0,,Jim Pugh || Richard Gasquet || List of Grand Slam mixed doubles champions || Larisa Neiland || Arantxa Sánchez Vicario,Jim Pugh || Richard Gasquet || List of Grand Slam mixed doubles champions || Larisa Neiland || Arantxa Sánchez Vicario
valid,5ae24abc5542994d89d5b3c3,Where is the company that owns thanKing Horse pub restaurant chain based ?,"Bury St Edmunds,",insufficient,sufficient,greene king || hungry horse,2,greene king || hungry horse,Walkabout (pub chain) || Spirit Pub Company || Beefeater (restaurant) || Clock (restaurant) || Piccadilly Pub,Greene King || Hungry Horse || Walkabout (pub chain) || Spirit Pub Company || Beefeater (restaurant)
valid,5ae256435542992decbdccc3,"In what year did the playwright who wrote ""The City Heiress"" die?",1689,insufficient,sufficient,aphra behn || the city heiress,2,aphra behn || the city heiress,Jean Bretog || The Exception and the Rule || The Heiress (1786 play) || Die Räuber (opera) || Reminiscence of Marie A.,Aphra Behn || The City Heiress || Jean Bretog || The Exception and the Rule || The Heiress (1786 play)
valid,5ae25c815542992decbdcccc,"What trio was the songwriter of ""What Are We Doin' Lonesome"" from?",trio with his younger brothers Steve and Rudy,insufficient,sufficient,larry gatlin,1,larry gatlin,What Are We Doin' Lonesome || What We Been Doin || What Are We Doin' in Love || We Must Be Doin' Somethin' Right || Lonesome Bob,What Are We Doin' Lonesome || Larry Gatlin || What We Been Doin || What Are We Doin' in Love || We Must Be Doin' Somethin' Right
valid,5ae2661d554299495565da60,"Phil Ruffin, an American businessman born in 1935, owned a greyhound racing track called the Wichita Greyhound Park in which state?",Kansas,sufficient,sufficient,,0,,Phil Ruffin || Wonderland Greyhound Park || Wild West World || Shotts Gasworks Park Greyhound Track || Greyhound Park,Phil Ruffin || Wild West World || Wonderland Greyhound Park || Shotts Gasworks Park Greyhound Track || Greyhound Park
valid,5ae26af3554299492dc91c1c,Which building is taller Bertelsmann Building or 432 Park Avenue?,432 Park Avenue,sufficient,sufficient,,0,,"432 Park Avenue || 101 Park Avenue Building || 100 Park Avenue Building || Park Avenue Building (Detroit, Michigan) || Bertelsmann Building","432 Park Avenue || Bertelsmann Building || 101 Park Avenue Building || 100 Park Avenue Building || Park Avenue Building (Detroit, Michigan)"
valid,5ae26cb15542994d89d5b421,Charlie McDermott plays Axl Heck on a tv show that premiered in what date? ,"September 30, 2009",insufficient,sufficient,the middle (tv series),1,the middle (tv series),Charlie McDermott || Disaster Date || Charlie Rose (TV series) || Charlie (TV series) || Charlie's Angels (2011 TV series),Charlie McDermott || The Middle (TV series) || Disaster Date || Charlie Rose (TV series) || Charlie (TV series)
valid,5ae27df25542992decbdcd2a,Were Max Jacob and Connie May Fowler both memoirists?,no,sufficient,sufficient,,0,,Clarence Max Fowler || Max Jacob || Max Jacob (puppeteer) || Connie May Fowler || Connie (disambiguation),Connie May Fowler || Max Jacob || Clarence Max Fowler || Max Jacob (puppeteer) || Connie (disambiguation)
valid,5ae27f22554299495565da8d,In what year was the mathematician husband of Anneli Cahn Lax born?,1926,sufficient,sufficient,,0,,Anneli Cahn Lax || Gaspar Lax || Lillian Cahn || William Lax || Peter Lax,Anneli Cahn Lax || Peter Lax || Gaspar Lax || Lillian Cahn || William Lax
valid,5ae29d92554299492dc91c36,What building in the capital of city of Brandenburg has a roof that is 1 m bigger than the roof of the Der Oderturm? ,Stern-Plaza,insufficient,sufficient,potsdam,1,potsdam,Oderturm || Brandenburg an der Havel || Trams in Brandenburg an der Havel || Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I || Bigger Than the Sky,Oderturm || Potsdam || Brandenburg an der Havel || Trams in Brandenburg an der Havel || Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I
valid,5ae2c6bf554299492dc91c6c,"Which Austrian writer and journalist introduced the term ""Journaille """,Karl Kraus,sufficient,sufficient,,0,,Journaille || Anna Weidenholzer || Leopold von Sacher-Masoch || Ernst Fabri || Karl Kraus (writer),Journaille || Karl Kraus (writer) || Anna Weidenholzer || Leopold von Sacher-Masoch || Ernst Fabri
valid,5ae2dfd155429928c423951b,"Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia?",City of Newcastle,insufficient,sufficient,city of newcastle,1,city of newcastle,"Shelly Beach, New South Wales || Milbrodale, New South Wales || Pokolbin, New South Wales || Campvale, New South Wales || Pretty Beach, New South Wales","Shelly Beach, New South Wales || City of Newcastle || Milbrodale, New South Wales || Pokolbin, New South Wales || Campvale, New South Wales"
valid,5ae305df5542992decbdcdc3,"At what venue was the January 2, 2012 game featured the University of Louisville team?",Mercedes-Benz Superdome,insufficient,sufficient,2013 sugar bowl,1,2013 sugar bowl,1997 Louisville Cardinals football team || 2012 Louisville Cardinals football team || 2012–13 Louisville Cardinals men's basketball team || 1957 Louisville Cardinals football team || 1925 Louisville Cardinals football team,2012 Louisville Cardinals football team || 2013 Sugar Bowl || 1997 Louisville Cardinals football team || 2012–13 Louisville Cardinals men's basketball team || 1957 Louisville Cardinals football team
valid,5ae325bd5542991a06ce9936, Patrol Squadron Four (VP-4) is a U.S. Navy land-based patrol squadron based at a Naval station formerly known as what ?,Marine Corps Air Station Kaneohe Bay,insufficient,sufficient,marine corps base hawaii,1,marine corps base hawaii,VP-8 || VP-46 || VP-45 || Patrol Squadron 4 (United States Navy) || VP-9,Patrol Squadron 4 (United States Navy) || Marine Corps Base Hawaii || VP-8 || VP-46 || VP-45
valid,5ae328f45542991a06ce993c,"On which station did the 2014 South Korean television series, starring the main rapper of boyband SS501, air?",KBS2,insufficient,sufficient,inspiring generation,1,inspiring generation,Kim Hyun-joong || Kim Hyung-jun || Heo Young-saeng || Kim Kyu-jong || Park Jung-min (singer),Kim Hyun-joong || Inspiring Generation || Kim Hyung-jun || Heo Young-saeng || Kim Kyu-jong
valid,5ae32fc655429928c423965d,Siegi Sessler was the restaurateur whose club was frequented by which actress with Welsh ancestry?,"Ruth Elizabeth ""Bette"" Davis",insufficient,sufficient,bette davis,1,bette davis,Siegi Sessler || Freddie Sessler || Sessler || Gerhard M. Sessler || Jerrod Sessler,Siegi Sessler || Bette Davis || Freddie Sessler || Sessler || Gerhard M. Sessler
valid,5ae3376455429928c4239688,"What NFL Team, undefeated in 1972, had on their staff the coach of the 2004 Florida Atlantic Owls football team?",Miami Dolphins,insufficient,sufficient,howard schnellenberger,1,howard schnellenberger,2017 Florida Atlantic Owls football team || 2004 Florida Atlantic Owls football team || 2013 Florida Atlantic Owls football team || 2012 Florida Atlantic Owls football team || 2016 Florida Atlantic Owls football team,2004 Florida Atlantic Owls football team || Howard Schnellenberger || 2017 Florida Atlantic Owls football team || 2013 Florida Atlantic Owls football team || 2012 Florida Atlantic Owls football team
valid,5ae33cf45542990afbd1e0ea,"How often do trains run on the system which has a terminal station located at the intersection of 32nd Street and Sixth Avenue in the Herald Square neighborhood of Manhattan, New York City?",24 hours a day and 7 days a week,insufficient,sufficient,path (rail system),1,path (rail system),"33rd Street station (PATH) || 34th Street–Herald Square (New York City Subway) || Herald Square || Koreatown, Manhattan || 23rd Street station (PATH)","33rd Street station (PATH) || PATH (rail system) || 34th Street–Herald Square (New York City Subway) || Herald Square || Koreatown, Manhattan"
valid,5ae351405542994393b9e67f,Jim Halsey guided the career of the musician who hosted what country variety show?,Hee Haw,insufficient,sufficient,roy clark,1,roy clark,Jim Halsey || USS Halsey (DDG-97) || USS Halsey || The Jim Coleman Show || The Judy and Jim Show,Jim Halsey || Roy Clark || USS Halsey (DDG-97) || USS Halsey || The Jim Coleman Show
valid,5ae3606b5542991a06ce99a8,"Philip Carlo, the author of the biography of the mob assasin Richard Kuklinsk, died of which diease?i, ",Lou Gehrig's Disease,insufficient,sufficient,richard kuklinski,1,richard kuklinski,Philip Carlo || Philip Mennell || Carlo Bernari || Philip Norman (author) || Philip Luckombe,Philip Carlo || Richard Kuklinski || Philip Mennell || Carlo Bernari || Philip Norman (author)
valid,5ae361d15542990afbd1e126,"What is the original surname for the actor who sang ""It's a De-Lovely"" in the 1962 revival of ""Anything Goes""?",Lipshitz,insufficient,sufficient,hal linden,1,hal linden,It's De-Lovely || Park Sang-min (actor) || Anything Goes (disambiguation) || Lovely (surname) || Anything Goes (Harpers Bizarre album),It's De-Lovely || Hal Linden || Park Sang-min (actor) || Anything Goes (disambiguation) || Lovely (surname)
valid,5ae361dc5542992f92d822aa,The Facts Behind the Helsinki Roccamatios was published by the creator of the award-winning fantasy adventure novel that was published in what year?,2001,insufficient,sufficient,life of pi,1,life of pi,The Facts Behind the Helsinki Roccamatios || The Bane of Yoto || Gloriana (novel) || Among Others || Territory (novel),The Facts Behind the Helsinki Roccamatios || Life of Pi || The Bane of Yoto || Gloriana (novel) || Among Others
valid,5ae3639b5542991a06ce99b2,"Edward Marszewski is the editor-in-chief of Lumpen, who is the editor-in-chief of Saveur?",Colman Andrews,sufficient,sufficient,,0,,Lumpen (magazine) || WLPN-LP || James Oseland || Saveur || A Little Lumpen Novelita,Lumpen (magazine) || Saveur || WLPN-LP || James Oseland || A Little Lumpen Novelita
valid,5ae377c45542990afbd1e16b,"The last film that Kim Hyun-seok wrote was in 2015, what day was it released?","February 5, 2015",sufficient,sufficient,,0,,Kim Hyun-seok (filmmaker) || Kim Hyun-seok (footballer) || C'est si bon (film) || Lee Seok-hyun || Hyun-seok,C'est si bon (film) || Kim Hyun-seok (filmmaker) || Kim Hyun-seok (footballer) || Lee Seok-hyun || Hyun-seok
valid,5ae3a8985542992f92d82329,Politician Lyman Sherwood was born in what New York county?,Rensselaer County,insufficient,sufficient,"hoosick, new york",1,"hoosick, new york","Lyman Sherwood || Lyman Tremain || Franklin D. Sherwood || Sherwood, New York || Henry Sherwood (New York)","Lyman Sherwood || Hoosick, New York || Lyman Tremain || Franklin D. Sherwood || Sherwood, New York"
valid,5ae3bb0d5542992f92d82357,Which Russian figure skating coach was a former competitive ice dancer who competed with Olga Pershankova in 1993?,Nikolai Morozov,sufficient,sufficient,,0,,Nikolai Morozov (figure skater) || Olga Pershankova || Roberto Pelizzola || Olga Orlova (Russian figure skater) || Maxim Bolotin,Nikolai Morozov (figure skater) || Olga Pershankova || Roberto Pelizzola || Olga Orlova (Russian figure skater) || Maxim Bolotin
valid,5ae3d4345542992f92d82387,The group formed during the summer of 2007 included what girl born in 1987?,Mollie Elizabeth King,insufficient,sufficient,mollie king,1,mollie king,I5 (girl group) || The Girl Next Door (2007 film) || Summer Color My Girl || G.R.L. || The Saturdays,The Saturdays || Mollie King || I5 (girl group) || The Girl Next Door (2007 film) || Summer Color My Girl
valid,5ae3de615542992f92d823a5, The Human Condition is a film trilogy that follows a Japanese pacifist and socialist as he tries to survive in a political system that strives to regulate what?,every aspect of public and private life,insufficient,sufficient,totalitarianism,1,totalitarianism,The Human Condition (film series) || Pacifist Socialist Party || A Soldier's Prayer || Pacifist Socialist Young Working Groups || Yoshio Miyajima,The Human Condition (film series) || Totalitarianism || Pacifist Socialist Party || A Soldier's Prayer || Pacifist Socialist Young Working Groups
valid,5ae3eabc5542995dadf2424f,Thea Ruth White is best known for her voice over work as Muriel Bagge on  an American animated horror comedy television series created for who?,Cartoon Network,insufficient,sufficient,courage the cowardly dog,1,courage the cowardly dog,Thea White || Jeremy Shada || Scott Menville || Anna Graves || Jonathan Potts,Thea White || Courage the Cowardly Dog || Jeremy Shada || Scott Menville || Anna Graves
valid,5ae3f0c85542995ad6573cb1,When was the album released for which Lady Gaga used for material for her Super Bowl LI halftime show?,"October 21, 2016",insufficient,sufficient,joanne (album),1,joanne (album),Super Bowl LI halftime show || List of Super Bowl halftime shows || Super Bowl 50 halftime show || Gaga: Five Foot Two || Super Bowl XLIX halftime show,Super Bowl LI halftime show || Joanne (album) || List of Super Bowl halftime shows || Super Bowl 50 halftime show || Gaga: Five Foot Two
valid,5ae3f7575542995dadf24277,In between Hymenosporum and Agrostemma which one is closely related to the widespread genus Pittosporum?,Hymenosporum flavum,sufficient,sufficient,,0,,Hymenosporum || Pittosporum || Agrostemma githago || Pittosporum spinescens || Agrostemma,Agrostemma || Hymenosporum || Pittosporum || Agrostemma githago || Pittosporum spinescens
valid,5ae3fec55542995dadf242a4,Roxie Hart starred the entertainer and comedic actor who had what nickname?,The King of Chutzpah,insufficient,sufficient,phil silvers,1,phil silvers,Roxie Hart || Joseph Hart (entertainer) || Roxie Hart (film) || George Jessel (actor) || Martin Smith (entertainer),Roxie Hart (film) || Phil Silvers || Roxie Hart || Joseph Hart (entertainer) || George Jessel (actor)
valid,5ae3ff575542995dadf242aa,What is the population according to the 2007 population census of the city in which the National Archives and Library of Ethiopia is located?,"3,384,569",insufficient,sufficient,addis ababa,1,addis ababa,National Archives and Library of Ethiopia || List of ethnic groups in Ethiopia || Tuvalu National Library and Archives || Guinea National Library and Archives || Egyptian National Library and Archives,National Archives and Library of Ethiopia || Addis Ababa || List of ethnic groups in Ethiopia || Tuvalu National Library and Archives || Guinea National Library and Archives
valid,5ae3ffba5542995dadf242b2,Valais is known for the resort municipality in which district in Switzerland?,Sierre,insufficient,sufficient,crans-montana || valais,2,crans-montana || valais,"Port-Valais || Bettmeralp || Saint-Martin, Valais || Mex, Valais || Lens, Switzerland","Crans-Montana || Valais || Port-Valais || Bettmeralp || Saint-Martin, Valais"
valid,5ae4581e55429970de88d92f,"Which city is under Jining, Kaiyuan, Liaoning or Yanzhou District?",Yanzhou,sufficient,sufficient,,0,,"Yanzhou District || Kaiyuan, Liaoning || Yan Prefecture (Shandong) || Yanzhou Campaign || Kaiyuan West Railway Station","Kaiyuan, Liaoning || Yanzhou District || Yan Prefecture (Shandong) || Yanzhou Campaign || Kaiyuan West Railway Station"
valid,5ae45adc55429970de88d93f,What group did the 253 West 125th Street-contest winner Spyder Turner sing back up for?,The Stereophonics and The Fabulous Counts,insufficient,sufficient,apollo theater,1,apollo theater,Spyder Turner || 125th Street (Manhattan) || Germany in the Eurovision Song Contest 1976 || Spyder Rodeo || Spyder MR1,Spyder Turner || Apollo Theater || 125th Street (Manhattan) || Germany in the Eurovision Song Contest 1976 || Spyder Rodeo
valid,5ae45cba5542991a06ce9a4a,"Tommy Faile sang the song ""the legend of Brown Moutain Lights"", about a series of ghost lights that can be seen from which viewpoint outside Linville Falls?",Wiseman's View,sufficient,sufficient,,0,,"Tommy Faile || Brown Mountain Lights || Atmospheric ghost lights || Linville Falls, North Carolina || Linville Falls","Brown Mountain Lights || Tommy Faile || Atmospheric ghost lights || Linville Falls, North Carolina || Linville Falls"
valid,5ae4758b5542995dadf24342,"Who has a wider scope of profession,  José Echegaray or Graham Swift?",José Echegaray,sufficient,sufficient,,0,,José Echegaray || Patricio Echegaray || Graham Swift || Wish You Were Here (Graham Swift novel) || Echegaray,Graham Swift || José Echegaray || Patricio Echegaray || Wish You Were Here (Graham Swift novel) || Echegaray
valid,5ae4885e55429970de88d99d,How many records has the singer which Robert Gale tour with during his fifteen year of tour sang with dropped ,140 million records,insufficient,sufficient,donna summer,1,donna summer,Robert Gale (musician) || Robert Henry Otley Gale || Robert Peter Gale || Ginny Wright || Gale Bishop,Robert Gale (musician) || Donna Summer || Robert Henry Otley Gale || Robert Peter Gale || Ginny Wright
valid,5ae490a85542995ad6573d9d,Reinhold O. Schmidt was a UFO contactee in the same era as which Polish-American citizen?,George Adamski,insufficient,sufficient,george adamski,1,george adamski,Reinhold O. Schmidt || Ted Owens (contactee) || Reinhold Schmidt || Howard Menger || Włodzimierz Schmidt,Reinhold O. Schmidt || George Adamski || Ted Owens (contactee) || Reinhold Schmidt || Howard Menger
valid,5ae492955542995ad6573daa,"The rock band Sugar Ray began as a funk metal band, while the band Das Damen was considered what?",alternative rock,sufficient,sufficient,,0,,Das Damen || Sugar Ray || Burnt Sugar || Rock Sugar (band) || Falls Apart (Sugar Ray song),Das Damen || Sugar Ray || Burnt Sugar || Rock Sugar (band) || Falls Apart (Sugar Ray song)
valid,5ae4a1875542995ad6573dd2,Nicolau Colaco played as a defender in the men's professional league sponsored by which company?,Hero,insufficient,sufficient,indian super league,1,indian super league,Nicolau Colaco || William Colaco || Ivo Nicolau || Angelo Colaco || São Nicolau Island League,Nicolau Colaco || Indian Super League || William Colaco || Ivo Nicolau || Angelo Colaco
valid,5ae4aba25542995ad6573e12,Michał Wiśniowiecki was related to the King of Poland and Grand Duke of Lithuania Michał Korybut Wiśniowiecki in what way?,grandfather,sufficient,sufficient,,0,,"Michał Korybut Wiśniowiecki || Michał Wiśniowiecki (1529–1584) || Michał Wiśniowiecki || Katarzyna Ostrogska (1602–1642) || Polish–Lithuanian royal election, 1674","Michał Korybut Wiśniowiecki || Michał Wiśniowiecki || Michał Wiśniowiecki (1529–1584) || Katarzyna Ostrogska (1602–1642) || Polish–Lithuanian royal election, 1674"
